id,statement,binary_label,subject,speaker
7114.json,Says because of Hurricane Sandy in Atlantic City much of that boardwalk no longer exists -- just the pillars where the boardwalk used to be.,False,"tourism,weather",frank-lautenberg
10979.json,"Says Hillary Clinton was completely exonerated, when I was in the White House by an officialinquiryon Whitewater.",True,"candidates-biography,history",bill-clinton
10923.json,Former Gov. Rick Perry signed a law that a federal court said was actually written with the purpose of discriminating against minority voters.,True,"civil-rights,corrections-and-updates,elections,legal-issues",hillary-clinton
11278.json,"Contrary to media reports, Georgias gas tax change led to no price increase at the pump.",True,"gas-prices,taxes",e-frank-stephenson
13216.json,Chris Jacobs has been financed by the same men who are now facing charges in one of Western New Yorks largest public corruption schemes,False,campaign-finance,matt-tighe
1345.json,Ninety-eight percent of the American people will not see their taxes go up due to the House health care bill.,False,"health-care,pundits,taxes",ed-schultz
4577.json,More than 25 million Americans are unemployed. More than 50 million live without health insurance. Perhaps 100 million live in poverty.,True,"economy,health-care,jobs,occupy-wall-street,poverty,workers",occupied-wall-street-journal
13008.json,"Says Hillary Clinton has pledged amnesty in her first 100 days, and her plan will provide Obamacare, Social Security, and Medicare for illegal immigrants, breaking the federal budget.",False,"children,debt,deficit,economy,families,federal-budget,health-care,history,homeland-security,immigration,jobs,legal-issues,medicaid,medicare,retirement,social-security",donald-trump
6785.json,Says Ronald Reagan was behind in the polls in 1980 going into the debate with Jimmy Carter and then turned around 10 days later and won 40 states.,True,"elections,polls",chris-christie
12145.json,"Its actually easier for the United States to get flight manifests from E.U. nations than it is for E.U. nations to get them from their own neighbors, thanks to an agreement the U.S. negotiated when I was secretary of state.",True,"foreign-policy,terrorism",hillary-clinton
5012.json,Says Oregon canned blueberries will be cheaper in South Korea thanks to a trade agreement.,True,trade,ron-wyden
9456.json,Says Hillary Clintons approval rating went from 70 percent to 52 percent in 18 months.,True,"candidates-biography,polls",reince-priebus
8899.json,John Cornyn voted twice in 2013 to back Obamas amnesty plan.,False,"immigration,voting-record",steve-stockman
9302.json,Says U.S. Senate candidate David Perdue flip-flopped on releasing his tax returns.,True,taxes,karen-handel
4270.json,"Says he helped bring Uline company to Kenosha area, creating 800 local jobs.",False,"jobs,workers",bob-wirch
8435.json,Half of all CEOs say that the shutdown and the threat of shutdown set back their plans to hire over the next six months.,True,"economy,small-business",barack-obama
4349.json,"The Central Falls fire department is one of the lowest, if not the lowest, paid fire departments in the state and entire region.",True,"city-budget,labor,unions",joseph-andriole
5682.json,"Says Ronald Reagan understood repeatedly that when the deficit started to get out of control, that for him to make a deal he would have to propose both spending cuts and tax increases.",True,"history,taxes",barack-obama
4460.json,Two-thirds of Granite Staters oppose the Tea Party and its agenda on labor unions.,False,"labor,new-hampshire-2012,polls",new-hampshire-democratic-party
10671.json,"Since President Obama took office in January 2009, the federal government has issued more than 468,500 pages of regulations.",False,market-regulation,dave-brat
10677.json,"People buy more items during Georgias sales-tax holidays, boosting economic activity.",True,"state-budget,taxes",rick-mcallister
11856.json,Americans are working longer hours for low wages . . . and yet almost all new income and wealth is going to the top 1 percent.,True,"economy,income,workers",bernie-s
8579.json,No one in the country has ever built a brand new sports facility and created this kind of development at the same time.,True,"economy,sports",mike-plant
5994.json,"A government analysis shows under a proposed transportation tax, metro Atlanta will create or support an additional 200,000 new jobs, including jobs that are maintained year over year.",False,transportation,citizens-transportation-mobility
7052.json,Says Connie Mack was the only member of the Florida delegation that voted against a bill to help NASA.,True,"space,voting-record",bill-nelson
5258.json,The U.S. gun homicide rate is 20 times the combined rate of other western nations.,True,"crime,guns",jim-moran
416.json,"McCain's ""plan for the economy is to extend George Bush's tax cuts for billionaires and give a $100-billion additional corporate tax cut.""",True,taxes,hillary-clinton
12937.json,"Medical-grade marijuana alonewill not get that patient high, no matter what level of THC, CBD or any other compound is found in the plant.",False,"marijuana,public-health",united-care
6880.json,Says she oversaw an audit that won the city $2 million in franchise fees.,True,"city-budget,city-government",amanda-fritz
5739.json,Together we added more jobs than any other area while I was Dane County executive.,True,"county-budget,county-government,economy,jobs,message-machine-2012",kathleen-falk
13010.json,Sen. Rubio has the worst vote attendance record of any Florida senator in nearly 50 years.,True,voting-record,patrick-murphy
236.json,I can't sign money. That's illegal.,False,legal-issues,hillary-clinton
1972.json,Justice Antonin Scalia agreed for the Supreme Court to hear a case about whetherBarack Obama is eligible to be President.,False,"candidates-biography,obama-birth-certificate,supreme-court",chain-email
5291.json,United States of America is twenty-sixth in school performance in the world.,True,education,jim-whelan
12421.json,The University of Wisconsin System budget is the biggest it has ever been.,True,"education,state-budget,taxes",scott-walker
7454.json,Property taxes had increased 70 percent in the previous 10 years.,True,"state-budget,state-finances,taxes",chris-christie
281.json,"Barack Obama's middle name is Mohammed and he's a ""covert"" Muslim.",False,religion,chain-email
1847.json,"Under the new health care law, the elderly will be denied care when they have ""passed the age limit for treatment.""",False,"health-care,medicare,message-machine",dan-fanelli
11266.json,The nuclear agreement with Iran never sunsets. Theres no sunset in this agreement.,True,"foreign-policy,nuclear",john-kerry
12403.json,Says aWHO proposal portrays milk and dairy products as an obstacle to a healthy start in life.,False,"agriculture,children,public-health,trade",us-dairy-export-council
2429.json,Julie Lassa willingly took a hefty pay raise at a time when people throughout her district and the state were losing their jobs.,True,state-budget,sean-duffy
4922.json,More Hispanics have been elected statewide (in Texas) on the Republican ticket than on the Democratic ticket.,True,"history,redistricting",republican-party-texas
7641.json,Says Texas lawmakers in 2011 ordered school districts to test every student on their respiratory system and weight.,True,"children,education,public-health,recreation",mike-villarreal
13413.json,Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people.,True,"corporations,economy,taxes,workers",deborah-ross
3924.json,Workers who pick produce in Georgias fields can make $12 to $18 an hour.,True,immigration,gary-black
3467.json,"The HOPE scholarship has helped turn our University System into one of the best in the Southeast, with two institutions ranked in the top 20 of public universities in the country.",True,education,nathan-deal
12579.json,Barack Obama issued a decree demanding that every public school now allow grown men and boys into the little girls bathroom.,False,"children,education,legal-issues,sexuality",ted-cruz
11508.json,There have been more than 300 mass shootings in the United States this year more than any other country in the world.,True,"guns,public-safety",david-cicilline
5380.json,"Says in his years as a Texas legislator, we passed three pay increases for teachers and provided them with health insurance.",True,education,paul-sadler
5488.json,Ronald Reagans philosophy of peace through strength is why the Iranians released the hostages on the same day and at the same hour that Reagan was sworn in.,False,"foreign-policy,history",mitt-romney
7322.json,"Says since Australia passed tough gun laws, homicides by firearm have declined almost 60 percent.",True,"crime,government-regulation,guns,public-safety",stephen-king
6728.json,"Under Obama, families have lost over $4,000 a year in income.",True,"economy,income,message-machine-2012",mitt-romney
12785.json,"As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Irans nuclear program and got Russia and China to support them.",True,"candidates-biography,foreign-policy,nuclear",bill-clinton
1478.json,Taxpayers even footed the bill for Perrys trip to a bachelor party in Las Vegas.,False,"ethics,taxes,transparency,transportation",kay-bailey-hutchison
13182.json,Says Iraq has been overrun by ISIS because Hillary Clinton failed to renegotiate . . . a status of forces agreement.,False,"foreign-policy,iraq,military,terrorism",mike-pence
3690.json,The federal government borrows $4 billion every day.,True,"deficit,federal-budget",national-republican-congressional-committee
1402.json,Obamas job approval rating is up.,True,"job-accomplishments,pundits",donna-brazile
7917.json,Rhode Island didnt ratify the 13th Amendment to the Constitution to pay federal income taxes. So Rhode Island doesnt even have to pay federal income taxes.,False,"history,taxes",charlene-lima
11013.json,Says Amazon has removed aneducational game about Gettysburg.,True,diversity,newt-gingrich
5525.json,President Barack Obamas policies have forced many parts of the country to experience rolling blackouts.,False,energy,rick-santorum
13243.json,"Says Ive been proven right about Hillary Clintons radical call for open borders, meaning anyone in the world can enter the United States without any limit at all.",False,immigration,donald-trump
13290.json,"Gov. (Pat) McCrory took $500,000 directly out of the disaster relief fund. And you know what its for? House Bill 2.",True,"gays-and-lesbians,natural-disasters,sexuality,state-budget,state-finances,states,weather",roy-cooper
4763.json,The unemployment rate among (the) non-college-educated is well into the double digits in America. Its 4 percent or 5 percent for people who have college degrees.,True,"jobs,workers",rick-santorum
11302.json,Says Missouri Democratic Senate candidateJason Kander is attending fancy dinners all over the country.,False,elections,national-republican-senatorial-committee
11643.json,"15 years ago, cancer drugs cost an average of $10,000 a year. Now its $10,000 a month.",True,health-care,bill-maher
2129.json,"For every dollar we put in unemployment, it pays back about $1.60.",True,"economy,stimulus",jeanne-shaheen
3530.json,"Since 1990, in inflation-adjusted dollars, per-student funding of the (Florida) state university system from general revenue has dropped by about $4,000.",True,"education,state-budget",bob-graham
8617.json,The administration was kicking and screaming all the way with these sanctions being put in place (on Iran).,False,"foreign-policy,nuclear",bob-corker
7078.json,"Texas population is projected to double in the next 50 years or so, but our basic amount of water will remain about where it is now.",True,"population,water",kirk-watson
4701.json,"Wisconsins concealed-carry permit rules demand more proof than other states that safety training requirements are met, rendering all existing (training) certificates insufficient as part of the permit application",True,"government-regulation,guns",national-rifle-association
3011.json,The city of Atlanta has $56 million in its reserves.,True,job-accomplishments,kasim-reed
11585.json,The United States (is) the largest provider of humanitarian assistance to displaced persons and refugees.,True,"foreign-policy,terrorism",barack-obama
10120.json,95 percent of job creators say Wisconsin is headed in the right direction.,True,"corporations,job-accomplishments,jobs,small-business",republican-state-leadership-committee
9380.json,Solar panels drain the suns energy.,False,"energy,environment",chain-email
4797.json,Solyndrahad robots that whistled Disney songs. Im not kidding.,True,"corporations,energy,environment,jobs,stimulus",mitt-romney
8127.json,Says some Austin school district classrooms lack electrical outlets.,False,"education,technology",ramey-ko
4561.json,"Not a single banker, a CEO from Wall Street, anyone from corporate America nobody, (there was) not one arrest of any of these people who brought down the economy in 2008.",True,"crime,financial-regulation,occupy-wall-street",michael-moore
508.json,We are winning the popular vote.,False,elections,hillary-clinton
9177.json,Says Mark Udall decided Obamacare. ... He passed Obamacare with his vote.,False,"health-care,voting-record",cory-gardner
7007.json,Says 55 percent of council members have come from area where only 10 percent of Austinites live.,True,city-government,gonzalo-barrientos
6294.json,The transportation sales tax would cost the average consumer an estimated $112 a year.,True,transportation,john-watson
12349.json,Twenty million Americans are out of work.,True,jobs,tom-marino
11671.json,"Says Marco Rubio said we should be considering internment of Muslims, and maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party.",False,"diversity,homeland-security,religion,terrorism",debbie-wasserman-schultz
8664.json,Every major city which has a center of poverty is run by Democrats. Every major city.,False,poverty,newt-gingrich
1.json,The attorney general requires that rape victims pay for the rape kit.,False,"crime,women",barbara-ann-radnofsky
5921.json,Says President Barack Obamas finance team is recommending a 1% tax on all transactions at any financial institution.,False,"social-security,taxes",chain-email
8135.json,Says there are half as many students in one Georgia technical college than there were two years ago.,True,"education,state-finances",dubose-porter
1389.json,"A recent Obama executive order could lead to a number of investigations by Interpol in the United States, potentially aimed at American officials.",False,"foreign-policy,homeland-security",newt-gingrich
9494.json,Theres $30 billion in expansion funds that weve paid its our money and Nathan Deal wants Washington to keep it.,True,medicaid,jason-carter
13508.json,Obamacare was invented by liberal academic theorists.,False,health-care,rick-scott
8556.json,Florida sheriffs unequivocally support the stand your groundlaw.,False,"crime,guns,legal-issues",larry-ashley
10735.json,"American families work hard to earn $4,250 a month. Obama is spending $18,972 a month on each illegal immigrant child.",False,"federal-budget,immigration",america
141.json,"Mitt Romney opposed the gun lobby, even Ronald Reagan.",True,guns,log-cabin-republicans
10762.json,Theres no statistical evidence that a waiting period for handgun purchases reduces violence whatsoever.,True,"crime,guns,public-health",van-wanggaard
8914.json,Says Michele Bachmann said English was good enough for Jesus when he wrote the Bible.,False,"patriotism,religion",facebook-posts
8484.json,Ken Cuccinelli would take money away from public schools to fund private schools.,False,"education,state-budget,taxes",terry-mcauliffe
4696.json,A recent Department of Labor study guessed Wall Street fees cost a worker 28 percent of the value of your plan over the span of your career.,False,"economy,pundits,retirement",rachel-maddow
265.json,I don't describe your plan as amnesty in my ad. I don't call it amnesty.,False,immigration,mitt-romney
8700.json,This is the first time in Texas history -- and only the fourth time in United States history -- that two women are running for the top spots.,True,"elections,women",gilberto-hinojosa
4031.json,"What I have done -- and this is unprecedented ... is Ive said to each agency ... look at regulations that are already on the books and if they dont make sense, lets get rid of them.",False,"government-regulation,market-regulation",barack-obama
2366.json,"When the mayor of Providences brother wrote over 100 grand in bad checks to the city, Joe Fernandez didnt have the guts to prosecute him. He let him off the hook.",False,"crime,ethics,message-machine",peter-kilmartin
5641.json,Says the Wisconsin Republican Party tweeted Happy International Womens Day! You ladies should get paid less and not be able to make health care decisions.,False,women,graeme-zielinski
7029.json,Says Barack Obama sold Chrysler to Italians who are going to build Jeeps in China at the cost of American jobs.,False,"china,jobs,message-machine-2012,workers",mitt-romney
7291.json,A Republican-sponsored Wisconsin mining bill will take at least seven years to create jobs.,False,"environment,government-regulation,jobs",chris-larson
2479.json,"As Milwaukee County executive, Scott Walker eliminated the waiting list for long-term care for older adults through the Family Care program.",False,job-accomplishments,scott-walker
1577.json,"Crist stays in $2,000 a night luxury hotel suites where he racks up $1,300 in mini-bar charges, and doesn't pay for a dime of it himself.",True,"candidates-biography,government-efficiency,trade",marco-rubio
5280.json,"The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance.",False,"abortion,health-care,religion,states",newt-gingrich
7664.json,Women make 77 cents for every dollar earned by men.,True,"economy,income,poverty,wealth,women,workers",gina-raimondo
4135.json,We have not had unemployment this high for this long since the Great Depression.,True,"economy,jobs",marco-rubio
1828.json,Says Gov. Rick Perry is spending Texans hard-earned money to live like Louie XIV.,False,"candidates-biography,ethics,state-budget",boyd-richie
12845.json,Trade deals threaten Indias role as the pharmacy of the developing world for new HIV medicines.,True,"public-health,trade",doctors-without-borders
8669.json,"By the word religion in the First Amendment, the founders meant Christianity.",False,"corrections-and-updates,history,religion",bryan-fischer
8866.json,"NFL players are living, on average, longer than the average male.",True,sports,roger-goodell
11427.json,Fifteen out of the 20 most polluted cities in the world are in India and China.,True,"climate-change,environment,foreign-policy",jim-webb
8054.json,"Says an investigative report concluded Ken Cuccinelli should have been prosecuted for disclosure violations, but Virginias law was too weak.",False,ethics,terry-mcauliffe
2735.json,"The Recovery Act saved 60,000 jobs among law enforcement officials, firefighters in the state of Florida, plus another 20,000 educators.",False,"jobs,stimulus",charlie-crist
4761.json,"Under President Barack Obama, more Americans are in poverty ... than at any time since the Census Bureau began keeping records on it over 50 years ago.",True,"history,poverty",newt-gingrich
477.json,"It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.",True,foreign-policy,john-mccain
12947.json,Who would sign up to speak for a (Haitian) dictator? Rob Portman.,False,candidates-biography,ohio-democratic-party
12144.json,Austins the fastest-growing city in the country the last five years.,True,population,tim-finchem
7722.json,Every Florida teacher gets a pay raise.,True,"corrections-and-updates,education,state-budget",rick-scott
4816.json,Obama has (a) new Christmas tree tax.,False,taxes,greg-abbott
11110.json,"Says under his leadership Wisconsin median household income is up 2.7%, while it is down 1.3% nationally under President Obama.",False,"economy,income,job-accomplishments",scott-walker
3688.json,"Says that had E-Verify been in place in Florida when 9/11 terrorists lived here, we might have saved the lives of 3,000 Americans.",False,"immigration,terrorism",john-thrasher
472.json,"For what we spend in just one week in Iraq, 800,000 children could get health insurance for an entire year.",True,health-care,florida-consumer-action-network
10834.json,Austin is the only city in an arid landscape in the western United States dependent on a single source of water.,True,"city-budget,city-government,water",sharlene-leurig
12879.json,U.S. Sen. Johnny Isakson has voted for $7 trillion of our national debt!,True,debt,allen-buckley
7749.json,"In 29 states in this country you can still get fired for not just being gay, but if your employer thinks you are gay.",True,"gays-and-lesbians,legal-issues,states,workers",martina-navratilova
6169.json,"Over the last few decades, the income of the top 1 percent grew by more than 275 percent -- to an average of $1.3 million a year.",True,"economy,income,wealth",barack-obama
5417.json,"When Marcy Kaptur brought home $42 million for new manufacturing jobs, Dennis Kucinich voted no.",True,"afghanistan,economy,iraq,jobs,message-machine-2012",marcy-kaptur
13339.json,400 bills have my name on them either as a sponsor or a co-sponsor. You dont get that done unless you work with folks on the other side.,True,"bipartisanship,candidates-biography,history,job-accomplishments",hillary-clinton
8190.json,"New York is the safest big city in the nation, and our crime reductions have been steeper than any other big citys.",True,"crime,criminal-justice,urban",michael-bloomberg
2737.json,Says Steve Spinnett has court judgments against him for trespass and harassment.,True,ethics,livable-damascus
12827.json,Barack Obama ended up getting re-elected by the largest gender gap in the history of American elections.,True,"elections,polls",cecile-richards
12624.json,"During the (Benghazi) attack, a stand-down order was given, and our troops were told to change their clothes four times.",False,"foreign-policy,history,military,pundits,terrorism",sean-hannity
2662.json,The new health care law will force seniors into Barack Obamas government-run health care program.,False,"medicare,message-machine,retirement",dan-coats
10915.json,Says Ronald Reagan talked about converting the United States to the metric system.,True,"government-regulation,market-regulation",lincoln-chafee
433.json,I'm the product of a mixed marriage that would have been illegal in 12 states when I was born.,True,candidates-biography,barack-obama
4729.json,Says the giant African land snail carries human meningitis.,True,"agriculture,animals,public-health",adam-putnam
3260.json,Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima,False,"economy,poverty,urban",chain-email
1898.json,BP is setting up claims offices throughout the state.,True,elections,charlie-crist
7330.json,Wisconsin state lawmakers worked seven days in 2012 but got paid for a whole year.,False,"government-efficiency,state-budget,states",leon-young
10017.json,"Under sequestration, the military was cut down to the smallest Army since 1940, the smallest Navy since 1915.",True,"federal-budget,military",lindsey-graham
2840.json,The Florida Supreme Court has no express authority in the Florida Constitution to remove questions from the ballot proposed by the Legislature.,False,"florida-amendments,supreme-court",dean-cannon
9341.json,David Beckhams soccer stadium would get a special tax deal that lets them off the hook for $2 million in taxes every year for 30 years.,True,"sports,state-budget,taxes",miami-seaport-alliance
1893.json,"The Republicans didn't have a budget in '02, '04, '06.",True,"federal-budget,abc-news-week",steny-hoyer
3670.json,We just fought a Republican budget that ends Medicare as we know it.,False,medicare,david-cicilline
7715.json,"The Internal Revenue code has ballooned to a 5,600-page, 4 million-word complicated mess that is seven times as long as the Bible with none of the good news.",True,taxes,leonard-lance
1871.json,"My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, Heres how you need to sell cap-and-trade to the American people.",False,"cap-and-trade,climate-change",rick-perry
8580.json,Florida remains the top travel destination across the world.,False,tourism,rick-scott
10892.json,America has already taken in one-fourth of Mexicos entire population.,False,immigration,ann-coulter
10500.json,A Texas law says that you cant shoot bears out of the second floor of a window.,False,"animals,government-regulation,guns",alcee-hastings
8194.json,"Three years after getting the $100 million (from Mark Zuckerberg), less than two-thirds of students in Cory Bookers Newark graduate.",False,education,bookerfail
12964.json,Milwaukee has the highest incarceration rate among African-American men in the country.,True,"crime,criminal-justice,urban",gwen-moore
3758.json,The (border) fence is now basically complete.,False,immigration,barack-obama
3361.json,"Under Gov. Scott Walkers proposals, Money is being taken away from workers, and the tax breaks given to major corporations.",True,"corporations,message-machine,state-budget,taxes,workers",progressive-change-campaign-committee
2226.json,Republicans are now taking credit for provisions of the health care bill that they had tried to derail.,True,health-care,debbie-wasserman-schultz
8926.json,"300,000 Floridians will lose their current health plans because of Obamacare, a plan Alex Sink supports.",True,health-care,national-republican-congressional-committee
5118.json,Rob Cornilles is a Tea Party candidate.,False,"abortion,message-machine-2012,campaign-advertising",democratic-party-oregon
2224.json,Lincoln Chafee voted with President George W. Bush and the conservative leadership 76% of the time.,False,"bipartisanship,candidates-biography,voting-record",democratic-governors-association
9632.json,"There are fewerwars, there are fewerpeople dying in wars now than there have been in quite some time.",True,"foreign-policy,history,military",stu-burguiere
9739.json,"So far, the war in Gaza has left more than 1,800 Palestinians dead -- the population equivalent to 100 9/11s.",False,"israel,terrorism",joy-reid
1359.json,The post-Soviet industrial meltdown is responsible for most of the progress in reducing carbon emissions that Europe is able to claim.,True,"climate-change,environment,pundits",eugene-robinson
7660.json,The immigration proposal from the Gang of Eight is not amnesty.,True,immigration,marco-rubio
3387.json,Says Florida Gov. Rick Scotts cuts to education are the same as his proposedcorporate income tax rate reduction.,False,"education,state-budget,taxes",alan-grayson
4943.json,The study of the Savannah River Estuary . . . clearly demonstrates the project can be constructed and [environmental] impacts will be mitigated.,True,"environment,transportation",curtis-foltz
6721.json,We have more natural gas than Saudi Arabia has oil.,False,"energy,environment,transportation",tommy-thompson
8180.json,Says President Barack Obama could basically legalize all immigrants here illegally by the sign of a pen.,False,immigration,marco-rubio
6846.json,Says Texas lawmakers last year expanded public educations share of state spending.,True,"education,state-budget,state-finances",joe-straus
11198.json,There has been a 100 percentincrease in student debt under this Democratic White House.,True,"debt,education",jeb-bush
4705.json,"Under Barack Obamas watch, we have expended $805 billion to liberate the people of Iraq and, more importantly, 4,400 American lives.",False,"federal-budget,iraq,military",michele-bachmann
5794.json,Says she made a cold call and persuaded an Illinois company to relocate to Wisconsin.,False,"corrections-and-updates,jobs",rebecca-kleefisch
1036.json,Sotomayor ruled against the white firefighter Ricci and other white firefighters just on the basis that she thought women and minorities should be given a preference because of their skin color and because of the history of discrimination in the past. The law was totally disregarded.,False,"pundits,sotomayor-nomination,supreme-court",rush-limbaugh
3788.json,A gallon (of gasoline) delivered to the front lines for our troops in Afghanistan cost more than $400.,True,"afghanistan,energy",marcy-kaptur
7564.json,Says New York Mayor Michael Bloomberg says we can only have three bullets and the NRA wants firearms with nukes on them.,True,"candidates-biography,civil-rights,guns",wayne-lapierre
1723.json,Everyone in this country has access to health care.,False,health-care,rick-perry
3323.json,"Twelve percent of the garbage collected in those SOLV cleanups, by volume, is plastic bags.",True,environment,mark-hass
13163.json,"If you look at any real analysis, the Trans-Pacific Partnership is going to generate better-paying jobs that are more stable.",True,trade,kasim-reed
4518.json,It costs more money to put a person on death row than it does to lock them up for the rest of their lives because of attorney fees.,True,"criminal-justice,new-hampshire-2012",gary-johnson
6253.json,Sherrod Browns approval rating has plummeted to 38 percent among Ohio voters in a poll by a Democratic pollster.,True,"elections,job-accomplishments,campaign-advertising",josh-mandel
3858.json,Oil companies are able to sell oil that costs no more to produce today than it did one year ago.,True,"energy,gas-prices",jeff-merkley
692.json,"Barack Obama supports plans to raise ""income taxes ... payroll taxes.""",True,taxes,sarah-palin
9240.json,Over 20 percent of the electorate is Hispanic in Florida.,True,elections,annette-taddeo-goldstein
657.json,"As a state senator in Illinois, Obama made sure women got equal pay for equal work.",True,workers,michelle-obama
6618.json,"Says MittRomneys tax plans would give an additional $250,000 tax cut to millionaires and billionaires while raising taxes on the middle class.",True,taxes,ted-strickland
8475.json,Says Mike Enzi is getting about 84 percent of his campaign funds from Washington-based PACs. Thats more than any senator of either party.,True,campaign-finance,dick-cheney
9525.json,An average of nine children a day in the U.S. die of gunshot wounds.,False,"guns,public-safety",brady-campaign-prevent-gun-violence
5454.json,"In some communities, for $10,000 worth of (PIP) coverage its $1,500 a year.",True,"states,transportation",rick-scott
13160.json,SaysGary Johnson and the Libertarian Party want to get rid of the public school system.,True,"candidates-biography,children,education,families,government-regulation,history",chelsea-clinton
5386.json,Theyre saying that 40 percent of the traffic that goes over [the Sakonnet River Bridge is from] out of state.,True,"state-budget,transportation",john-g-edwards
12388.json,There are more than twice as many (crisis pregnancy centers) as there are legitimate abortion providers in the United States.,True,"abortion,families,government-regulation,health-care,public-health,public-safety,religion,science,state-budget,women",vicki-saporta
12264.json,"Washington politicians are paid over $200,000 an hour for speeches.",False,"campaign-finance,congress,congressional-rules,ethics,financial-regulation",bernie-s
9083.json,"In Virginias Medicaid program, approximately 30 percent, or $2.7 billion a year, is lost to waste, fraud and inefficiencies.",False,"health-care,medicaid",jimmy-massie
10320.json,"Says 3,000 Americans died of gunfire between the time of the Ebola scare in Dallas and the midterm elections.",True,"guns,public-health",doonesbury
11653.json,"Last year, I stopped an Obamacare bailout and saved taxpayers $2.5 billion.",False,"federal-budget,health-care,taxes",marco-rubio
776.json,Obama held one of the first meetings of his political career in Bill Ayers's home. And they've worked together on various projects in Chicago.,True,candidates-biography,sarah-palin
13150.json,"Says most illegal immigrants draw welfare benefits, theyre sending their kids to school, theyre using the public services.",True,"education,immigration,welfare",tom-delay
6042.json,Says TriMet now spends $1.63 in benefits for every $1.00 spent on wages.,True,transportation,john-charles
10306.json,"When Colorado eased its medical marijuana laws, fatal accidents involving pot-using drivers soared while overall traffic fatalities decreased.",True,"marijuana,public-safety",charles-chuck-spahos
1749.json,"Were making more than ever off oil and gas right now, but its no secret that oil production in Texas peaked in the 1970s.",True,"children,education,energy",jerry-patterson
3793.json,"Says that several times in the last 15 years, Austin City Council candidates have won seats after trailing by more than 4,000 votes in the election prompting the runoff.",True,"city-government,elections,history",randi-shade
4037.json,Says $6 billion projected to accumulate in the states rainy day fund is already used.,False,"state-budget,state-finances",charles-perry
2668.json,Says Julie Parrish is one of Sarah Palins mama grizzlies.,False,elections,future-pac-oregon-house-democrats
12030.json,"Almost every poll has shown that Sanders vs. Trump does a lot better than Clinton vs. Trump and, thats true nationally.",True,polls,bernie-s
9262.json,Greenlight Pinellas wont take existing lanes from other vehicles.,False,transportation,friends-greenlight
4097.json,"There are 30,000 people that have been killed with seat belts.",False,"government-regulation,public-safety,market-regulation",joseph-trillo
10346.json,"Regarding sexual assault against women, Its actually safer not to be in college than it is to be in college.",False,"crime,education",mark-warner
9601.json,"Perdue mismanaged Pillowtex, and nearly 8,000 people got laid off.",False,economy,jack-kingston
6725.json,"Seven times Obama could have stopped Chinas cheating. Seven times, he refused.",True,"china,foreign-policy,job-accomplishments,jobs,message-machine-2012,trade",mitt-romney
12503.json,Austin ISD has the highest graduation rate of every major city in Texas.,False,"children,education",austin-independent-school-district
11570.json,"We now know these firms areunwilling to put up any private money, for Californias high-speed rail project.",False,"state-finances,transportation",jim-patterson
3142.json,The economy we preside over today is better than the one we inherited.,False,economy,hank-johnson
11481.json,Says Marco Rubio opposes abortioneven in the case of rape and incest.,True,"abortion,candidates-biography",jennifer-granholm
12663.json,Says Donald Trump has bankrupt four separate businesses.,True,"bankruptcy,candidates-biography,gambling",mark-warner
9088.json,"For educational testing, Florida has chosen a company that has a significant history of promoting identification of the GLBT lifestyle for children as young as seven years old.",True,"education,gays-and-lesbians",florida-stop-common-core-coalition
1365.json,"When Charlie Crist was elected governor, Florida ranked 31st in K-12 education. ""Last year ... we went from 31st to 14. And this year, the top 10 in America.""",True,"education,florida",charlie-crist
8495.json,"Due to Obamacare, Arkansas has covered almost 14 percent of its uninsured already.",True,"health-care,states",barack-obama
5842.json,Says Williamson County District Attorney John Bradley reduces 36 percent of felonies to misdemeanors and hands them off to her.,False,crime,jana-duty
12878.json,Says Rep.Mike Coffman istheone who said he would support Trump.,False,campaign-advertising,democratic-congressional-campaign-committee
8315.json,"According to the Congressional Budget Office, repealing Obamacare would increase the budget deficit.",True,"deficit,federal-budget,health-care",carol-shea-porter
91.json,Today New Mexico (has) the sixth-fastest growing economy.,True,economy,bill-richardson
11816.json,A third of the budget for the city of Ferguson (Missouri) was being reaped by civil fines.,False,"city-budget,civil-rights,crime,criminal-justice,public-safety,urban",rand-paul
3163.json,Says 25 percent of Austins public school buildings are underutilized.,True,education,janet-mitchell
10742.json,SaysLoretta Lynchs nomination has been now sitting there longer than the previous seven attorney general nominees combined.,True,"congressional-rules,criminal-justice",barack-obama
2273.json,"Taxpayer money will provide iPod Touch devices to high school students in Utah, BlackBerry smart phones to smokers who kick the habit and funding for a study of exotic ants in East Africa.",True,stimulus,john-cornyn
6109.json,"Says Mitt Romney has said we dont need more firemen, more policemen, more teachers.",True,"economy,education,jobs",tennessee-democratic-party
3374.json,Says union bosses bused protesters to aCentral Florida education protest.,False,"education,labor,state-budget",florida-chamber-commerce
13442.json,"Says that at a campaign rally President Barack Obama spent so much time screaming at a protester, and frankly it was a disgrace.",False,elections,donald-trump
